"Biomass","Biomass_s","BiomassClupeids","BiomassClupeids_s","BiomassFinfish","BiomassFinfish_s","BiomassFlatfish","BiomassFlatfish_s","BiomassForage","BiomassForage_s","BiomassGadoids","BiomassGadoids_s","BiomassGroundfish","BiomassGroundfish_s","BiomassSkates","BiomassSkates_s","BiomassTL3","BiomassTL3_s","BiomassTL4","BiomassTL4_s","BPelagicToDemersal","BPelagicToDemersal_s","BTGLargeBenthivore","BTGLargeBenthivore_s","BTGMediumBenthivore","BTGMediumBenthivore_s","BTGPiscivore","BTGPiscivore_s","BTGPlanktivore","BTGPlanktivore_s","BTGZoopiscivore","BTGZoopiscivore_s","CCLargeBenthivore","CCLargeBenthivore_s","CCMediumBenthivore","CCMediumBenthivore_s","CCPiscivore","CCPiscivore_s","CCPlanktivore","CCPlanktivore_s","CCZoopiscivore","CCZoopiscivore_s","CommunityCondition","CommunityCondition_s","DiversityTargetSpp.L","DiversityTargetSpp.L_s","FishinginBalance.L","FishinginBalance.L_s","FishingPressure.L","FishingPressure.L_s","FPClupeids.L","FPClupeids.L_s","FPFinfish.L","FPFinfish.L_s","FPFlatfish.L","FPFlatfish.L_s","FPForageFish.L","FPForageFish.L_s","FPGadoids.L","FPGadoids.L_s","FPGroundfish.L","FPGroundfish.L_s","FPSkates.L","FPSkates.L_s","Heips","Heips_s","HillN1Diversity","HillN1Diversity_s","HillN2Dominance","HillN2Dominance_s","ID","Intrinsicvulnerabilityindex.L","Intrinsicvulnerabilityindex.L_s","InverseCVBiomass","InverseCVBiomass_s","KemptonQ","KemptonQ_s","Landings.L","Landings.L_s","LargeFishIndicator","LargeFishIndicator_s","LargeSpeciesIndicator","LargeSpeciesIndicator_s","LClupeids.L","LClupeids.L_s","LFinfish.L","LFinfish.L_s","LFlatfish.L","LFlatfish.L_s","LForageFish.L","LForageFish.L_s","LGadoids.L","LGadoids.L_s","LGroundfish.L","LGroundfish.L_s","LInvertebrates.L","LInvertebrates.L_s","LLargePelagic.L","LLargePelagic.L_s","LSkates.L","LSkates.L_s","MargalefGroundfish","MargalefGroundfish_s","MargalefRichness","MargalefRichness_s","MarineTrophicIndex.L","MarineTrophicIndex.L_s","MeanLengthAbundance","MeanLengthAbundance_s","MeanLengthBiomass","MeanLengthBiomass_s","MeanLifespan","MeanLifespan_s","MeanTrophicLevel","MeanTrophicLevel.L","MeanTrophicLevel.L_s","MeanTrophicLevel_s","MMLengthAbundance","MMLengthAbundance_s","MMLengthBiomass","MMLengthBiomass_s","PielouEvenness","PielouEvenness_s","PropPredatoryFish","PropPredatoryFish_s","ShannonDiversity","ShannonDiversity_s","SpeciesRichness","SpeciesRichness_s","YEAR"
1794487708,0.221324135904766,1213286259,0.852325139737396,1793038482,0.286283084812476,30331452.51,-0.208201619800636,1421544477,0.848428896480941,216343770.8,-0.350788166733577,321948417.3,-0.817038913292381,12723871.67,-0.164324960404347,1568012956,0.461686371638135,225995914.6,-0.639874899894903,4.425366828,1.14032675853918,2108392.448,-0.779581982156533,83163848.57,-0.659080863304106,218575753.4,-0.329827713932893,1424739846,0.830427431262577,64374122.69,-0.886659627330718,0.873676752,0.627725559968868,0.868634824,-1.19888481623907,0.845814101,-0.0286851168435635,1.259631642,1.85100189905775,1.154449906,0.0215988331201188,1.242042148,1.44152618142925,34,-1.46941101127043,-0.22247335,0.91816632575436,0.000118015,-0.0886629372945284,0.000102053,-0.562040200691284,0.000111509,0.411867512483665,0.000119299,0.019061132988813,8.91e-05,-0.508549146002243,0.000257511,0.444541519101893,0.000195899,0.58192579234274,4.72e-07,-0.566677339665854,0.022449219,-0.989463032326187,1.875519556,-1.08442024643798,1.295047782,-1.01621151528473,"4X",52.09396987,-1.59649216880648,6.242958583,0.282393191466077,6.005560972,-1.24576081106183,211774,0.430525287585392,0.199581811,-0.564362347924112,0.078168231,-0.762582379373928,123820,0.973524697237702,199938,0.778856891414712,3617,0.204419946706254,126713,1.02229362663692,55711,0.409606604766654,63067,0.369903206641514,11836,-1.30654721240694,330,-0.774327925761245,6,-0.349790587179458,1.187807021,-1.59178143162484,1.681163966,-0.881198332530247,3.918254602,-0.885972372116724,28.67082565,2.36868611571375,35.15359388,0.262203280223018,22.87769567,-0.705752234146026,3.873348164,3.834627902,1.06134702009386,-0.2195184915192,34.90050961,-1.04539032340158,42.4984003,-0.854251785993921,0.170481504,-1.29676548973675,0.180774333,-0.933752098093927,0.628885718,-1.26085912688603,40,-0.878175057366676,1970
1934907167,0.511570929260554,1167073690,0.747943943503912,1908650233,0.536177126525183,15620038.61,-1.44334235829553,1350979806,0.709066742986075,135329110.9,-1.06852458075194,326466749.2,-0.787814766911291,9319418.793,-0.601675205997848,1678739627,0.702863799850425,235319654.7,-0.573527516414081,4.138185003,0.96292491522255,6840422.589,-0.0914618356161775,80179823.08,-0.722808992959017,224761939.5,-0.276224278799812,1350979371,0.683654559588729,245731124.5,-0.121892326995296,0.804557606,0.0642615455785928,0.934612756,-0.124945293849936,0.659428885,-1.33958207417238,1.091437148,0.56395943924705,1.518886803,1.44245062062238,1.147713758,0.8138184939285,34,-1.46941101127043,-0.401458697,0.635479628549833,9.28e-05,-0.770652514652566,6.55e-05,-1.23995267579594,8.72e-05,-0.297993998288439,0.000243597,1.76922159963835,5.93e-05,-1.12099896518901,0.000443437,1.86940691826443,0.000212925,0.752178646355602,1.63e-05,0.803081114387579,0.023650927,-0.924013459005595,1.993338954,-1.02549753601117,1.384736676,-0.929851456651233,"4X",51.66755529,-2.66087614787144,5.256942526,-0.187156867742728,5.448053312,-1.70215292812056,179372,-0.303861716632169,0.190191738,-0.653431627199919,0.11089486,-0.397132167488727,76464,-0.603424947314484,166354,0.184712274416699,3805,0.331601467534815,80103,-0.493740494664403,60010,0.570913298297438,69513,0.590237482576962,13018,-1.24484381768312,149,-1.12221663625783,152,0.0880721929189123,1.344376971,-0.706169613189786,1.777394018,-0.821451764041957,3.938090631,-0.0851814101428905,20.80473477,-0.735134676532196,33.48658557,-0.130243099612251,25.99476413,0.261426526382809,3.877631205,3.829013543,1.03151525393371,-0.15009518467153,34.79363477,-1.1024391610267,43.4919747,-0.687681470822959,0.18340186,-1.16435214409667,0.172075528,-1.00810710310113,0.689811099,-1.14152025645029,43,-0.7987074128312,1971
1862985222,0.362908385929139,1260441944,0.958836569766516,1860779621,0.432705112577908,20220484.53,-1.05709816656393,1289001190,0.58666167435915,131087951.6,-1.1060984528267,205039377.3,-1.57319560426779,19057043.24,0.649260729160561,1730438894,0.815471685041162,132242057.2,-1.30702381899916,6.286603122,2.29007482982963,7403433.368,-0.0095901973963483,52240735.6,-1.31948814175722,137762244.4,-1.03007850133777,1288999741,0.560323896650582,374261632.2,0.420110068299322,0.850070773,0.435288001626458,0.851656756,-1.47524113245417,0.991151095,0.993508742254771,1.078350921,0.463822214851813,1.532995506,1.49745705943774,1.112115422,0.576929587317936,32,-1.75104812176393,0.033383259,1.32226230885269,0.000132013,0.28994067578728,0.000118067,-0.265044321383811,0.00012703,0.865105428839493,0.000167998,0.704760537366727,0.000118044,0.0863081548884164,0.000468998,2.0652965973195,0.000345387,2.07674305069318,1.15e-06,-0.50800307685007,0.015140736,-1.38751072275581,1.575347972,-1.23453918799283,1.228735834,-1.08006227162678,"4X",52.3258124,-1.01778429583018,4.799284343,-0.405097970627875,6.23441341,-1.05841549517348,245938,1.20484778656968,0.127578574,-1.24734707286876,0.061742101,-0.946008930545876,148816,1.8058887760287,236375,1.42347478712566,3397,0.0555905074387894,152159,1.84994872748724,61480,0.62607050683204,70818,0.634844406265414,9563,-1.42520357129631,29,-1.35286108520584,22,-0.301805624976897,1.324259994,-0.819957939636758,1.603419541,-0.929467688270024,3.940512751,0.0126008528703345,20.19561042,-0.975484406968223,28.60099918,-1.28040574764846,25.92617168,0.240143336223862,3.881864333,3.880792018,1.30663897835701,-0.0814809117590315,34.08491806,-1.48074582806823,40.05939927,-1.26314433623415,0.124053101,-1.77258366177132,0.111360725,-1.52708062659959,0.454476182,-1.6024874709002,39,-0.904664272211835,1972
2867760168,2.43977656500919,1497744195,1.49483561427491,2263996665,1.30425610926345,22742601.71,-0.845346278033629,1543710969,1.08970240018697,244610297.9,-0.100365393589196,338827401.6,-0.707867228063301,21251430.89,0.931160938189316,2027553434,1.46262670193567,238772138,-0.548959775249113,4.561131208,1.22419296862661,3303362.808,-0.605812341065275,78299957.63,-0.762956206691896,171188811.9,-0.740436577583202,1545435347,1.07059434016445,465664591.4,0.805548698473006,0.921510602,1.01767038285112,0.942313436,0.000400626377928516,0.826710694,-0.163044475640101,1.07256791,0.419569989196006,1.340367684,0.746447522630691,1.106067689,0.536684985496025,36,-1.18777390077693,0.194042359,1.57600481412521,8.9e-05,-0.87343103513484,8.42e-05,-0.893142201020764,0.000108272,0.317341957735657,0.000131691,0.193544942082452,8.2e-05,-0.654468398224592,0.000382527,1.4026160903921,0.000311182,1.73470740688313,3.87e-05,2.74158183278516,0.020161578,-1.11405663356767,1.907270992,-1.06854102195694,1.34877635,-0.964477102295161,"4X",52.19435636,-1.34591496839611,4.49026351,-0.552256578646268,8.08568787,0.457092058671014,255178,1.41427115299676,0.117184865,-1.34593631382913,0.038010518,-1.21101367746684,126037,1.04735055588227,245128,1.57832673545176,2995,-0.216361467949942,126659,1.02053722580984,93570,1.83014861695133,105437,1.81817551061063,10050,-1.39978093742956,460,-0.524463106067566,822,2.09744248515116,1.298573033,-0.965251951937843,1.892779724,-0.74981198163699,3.993714251,2.16037349241685,24.13174637,0.577645449919058,28.90000207,-1.21001461580054,24.869256,-0.0878014652726989,3.890263169,3.934547787,1.59226900852917,0.0546548312308719,34.47238924,-1.27391716350852,40.03131565,-1.26785248635812,0.168642961,-1.31560766635581,0.11989736,-1.45411180638008,0.64567342,-1.22797586278479,46,-0.719239768295723,1973
2055582087,0.761005792618532,1535118128,1.57925281762256,2052125997,0.846299049631239,35108279.96,0.192851210631638,1612326767,1.22521561434266,224994376.2,-0.274149512611623,343279001.7,-0.679074696697362,15375812.29,0.176354415507127,1875780781,1.13204566131632,179566192.1,-0.97026705696668,4.699884509,1.30990553544266,3248770.32,-0.613751045960047,145118578.8,0.664050957809291,154198824.2,-0.8876551851173,1613371255,1.20577715056433,135562358.5,-0.58646479408633,0.797667039,0.00808917123755037,0.917070182,-0.410490217310649,0.781211448,-0.483052813330121,0.962090618,-0.425814198284621,1.390330718,0.941241372409124,0.990036619,-0.235443051757003,34,-1.46941101127043,0.134129951,1.4813800807436,0.000124356,0.082841957015498,9.27e-05,-0.735501076122955,0.000121116,0.692407211113291,9.36e-05,-0.342790013710462,9.24e-05,-0.440727521729883,0.000302523,0.789496185727884,0.000236737,0.990288652214539,3.6e-05,2.50792326404974,0.02082461,-1.07794539731235,2.06205509,-0.991131879320433,1.351996548,-0.96137642309522,"4X",52.10631466,-1.56567803318072,3.818944406,-0.871945008457712,8.449942818,0.755281839358225,255624,1.42437968345417,0.141503918,-1.11525860521279,0.059236764,-0.973985412251152,142333,1.59000558180554,248546,1.63879559862765,3286,-0.0195007096461588,148983,1.74664633810185,68066,0.873189809831282,81267,0.9920074297295,7078,-1.55492686731044,1112,0.728705066549962,553,1.2906953081206,1.399717477,-0.393145267510579,2.169914821,-0.577746491602553,3.946375161,0.249269439278693,24.78010847,0.833477704794334,30.82995172,-0.755666698718566,22.15242497,-0.930792660968696,3.864125165,3.907769761,1.44998458926375,-0.369012995455236,35.01344199,-0.985108024880827,40.27157773,-1.22757313698154,0.183158305,-1.16684820011845,0.168648853,-1.03739738340779,0.723703102,-1.07513358330294,52,-0.560304479224771,1974
1670543123,-0.0348691196899873,1238599538,0.90950071771948,1664374360,0.00817642876851682,16502095.27,-1.36928665421214,1251017509,0.5116455578407,178715941.9,-0.684145895017795,270355917.5,-1.15073435658674,35211773.44,2.72456488983752,1519479781,0.355974656260392,151063342.1,-1.17309226433666,4.908681436,1.43888639879865,15193396.33,1.12320699434398,70895197.67,-0.921095439877325,167940008.1,-0.76858753213554,1327091073,0.63612023857384,83028369.21,-0.807996230778553,0.851614397,0.447871730247022,0.90950877,-0.533569237002681,0.898549873,0.342219639127995,1.014319644,-0.0261520423013399,1.238138051,0.347878777315776,1.016982407,-0.05613247226587,35,-1.32859245602368,0.173747763,1.54395184213337,0.00015906,1.0214803188094,0.000119667,-0.235370697873636,0.000155134,1.68578698294452,0.000164828,0.660125799243193,0.000123778,0.20415336506348,0.000439182,1.83679823376932,0.000338542,2.00829592361002,5.97e-05,4.55892625628289,0.017006182,-1.28591146174348,1.680247266,-1.18207795640226,1.197317439,-1.11031456166361,"4X",51.99588992,-1.84131195767836,3.734226187,-0.912288615912286,6.010992382,-1.24131449958242,265671,1.65209359714387,0.197611106,-0.583055416020092,0.054415605,-1.02782210829712,148219,1.78600874102157,258157,1.80882668229749,2720,-0.402398267034273,154848,1.93741098348765,78362,1.2595154010369,91429,1.3393603481372,7514,-1.53216656265766,543,-0.364934028878525,2103,5.93923852149371,1.350802955,-0.669822106050168,1.733669227,-0.848599273222537,3.946828375,0.267565927705879,26.80361645,1.63191828187544,33.49260824,-0.128825245229484,21.21860171,-1.22054376356713,3.882430634,3.908233034,1.45244617959033,-0.0723018055839687,34.46033382,-1.28035223932321,41.04350049,-1.09816217649299,0.139741725,-1.61179991925453,0.166813461,-1.05308581203105,0.518940965,-1.47621572241322,41,-0.851685842521517,1975
1538796469,-0.307189239217399,1021571440,0.419295282797267,1411714974,-0.537945177366407,11406273.6,-1.7971215981207,1107872921,0.228941227726054,193735372.5,-0.551083653285893,244394513.7,-1.31865027814836,15192418.87,0.152794930275564,1378123938,0.048082814397647,160670050.4,-1.10473128979936,4.546161022,1.21494538274197,3823185.995,-0.530220935906152,66502365.53,-1.01491064926757,155191932.9,-0.879049876948419,1111056812,0.206242734844266,75116454.21,-0.841360114249523,0.886071583,0.728769071602374,0.95634347,0.228771045945844,0.950604847,0.708336161108101,1.076404631,0.448928993263329,1.336433429,0.731108808863627,1.085895263,0.402447701516726,36,-1.18777390077693,-0.312177268,0.776489340846061,0.000129278,0.215967188019117,0.000103533,-0.534592098944371,0.000131449,0.994147265858783,0.000221019,1.45131525347017,9.63e-05,-0.360574693044367,0.000323906,0.953367278691173,0.000283599,1.45888898375164,2.49e-05,1.54732692591522,0.037473822,-0.171166195106749,2.498952882,-0.772634734358541,1.564767955,-0.756502102936333,"4X",52.46264201,-0.676240522290087,8.949913751,1.57147053497021,7.425342962,-0.0834856448731414,198932,0.139463072038144,0.182600367,-0.725439368107287,0.081636857,-0.723849086475032,105766,0.37232846270047,185569,0.524650602656838,2521,-0.537021259826207,106708,0.371612172085686,62752,0.673798377074226,69310,0.583298627780981,13363,-1.2268339435886,422,-0.597500514901103,379,0.768858844167749,1.116417506,-1.99558432098098,1.748620295,-0.839316570057885,3.937586116,-0.105548947021388,27.53311897,1.91976711608212,33.50930148,-0.124895329843688,19.71277749,-1.6877780323563,3.869945818,3.822837976,0.998701522098897,-0.274666716894559,34.52813448,-1.24416085093642,41.73690536,-0.981914547994324,0.246628255,-0.516380950833016,0.241701098,-0.412966781415669,0.915871797,-0.69871911337273,41,-0.851685842521517,1976
1774914685,0.180866729199979,831793935.6,-0.00935872532500954,1765994460,0.227827608588892,29783163.99,-0.254234821782744,989689910.1,-0.00446507421123227,490728040,2.08007535453212,665503213.6,1.40504124354527,28571846.88,1.87157217216543,1474291755,0.257549120675835,300622930.1,-0.108831867559873,1.492004958,-0.671709232431787,13921431.42,0.93824099578032,330896670.8,4.63160766055651,309759102.4,0.460277959308744,992934094.2,-0.0288047008104739,118440800.8,-0.658664970142859,0.998335263,1.64395028352049,1.035089027,1.51053243663094,0.848896052,-0.0070089331030222,1.086635371,0.527215722288382,1.540220825,1.52562683999765,1.095944204,0.469318317213034,38,-0.90613679028343,-0.22053372,0.921229747468422,0.000119914,-0.0373007240324656,0.00013751,0.0955458423089063,0.000113479,0.46939464960247,0.000119161,0.0171180434427413,0.000116937,0.063557082746143,0.000136397,-0.483629624009726,0.000113217,-0.244859505172321,5.35e-06,-0.144534192150524,0.033896458,-0.366003000231162,2.152479563,-0.945909656761836,1.409909593,-0.905612841465542,"4X",52.24658553,-1.21554444544669,11.87414481,2.9640166878912,6.974169566,-0.452829415613475,212838,0.454640705537601,0.371720085,1.06845051742438,0.155118898,0.0967067811399015,114380,0.659173724930653,200404,0.787101037184158,3549,0.158418120023583,115731,0.665093739914517,66934,0.830715007068582,75346,0.78961846792159,12434,-1.27533009730978,500,-0.447581623084896,153,0.0910712530565724,1.128748186,-1.92583788536329,1.471256293,-1.01152418085372,3.92931773,-0.439348054640697,29.59737898,2.73428772579567,40.17368254,1.44403039485155,23.3901932,-0.546732073953751,3.822022524,3.833293743,1.05425799723151,-1.05144974197251,35.89336011,-0.515415570124605,50.90179597,0.554556920488655,0.215624589,-0.834119807422384,0.380254911,0.771353301559115,0.766620463,-0.991068300497024,35,-1.01062113159247,1977
1896911989,0.433034958135053,759921702.6,-0.171697885835902,1892468979,0.501201452105721,18383491.99,-1.21132836754177,1633568259,1.26716663638546,166850573.9,-0.789265223912592,222020805.1,-1.4633613241019,22383801.98,1.07663006119004,1783975430,0.932081386671898,112723583.3,-1.44591654433411,7.368672615,2.95850544048855,8296451.596,0.120270309744189,83503718.16,-0.651822462405767,123627646.6,-1.15255509419431,1635998626,1.25080240589382,41009779.93,-0.985185105577191,0.53318691,-2.14797096313966,0.949267966,0.113601273931431,1.018188354,1.18366899915847,1.454143564,3.33942816438715,1.355620987,0.805916481485489,1.445330627,2.79430810687752,38,-0.90613679028343,-0.134201252,1.05758191623247,0.00011699,-0.116386090845668,0.000158477,0.484400132395066,0.000111681,0.416890186384393,0.000194631,1.07976273939956,7.45e-05,-0.808608453389046,0.000420814,1.69603294192301,0.000356588,2.1887483495184,1.97e-06,-0.437040104123016,0.033192613,-0.404337067187388,2.360897131,-0.841677856094139,1.844835737,-0.486829136795457,"4X",52.30831635,-1.06145661894098,9.933706932,2.03996203985832,7.756405242,0.187531644552966,221919,0.660460358191748,0.121695324,-1.3031524789928,0.046026435,-1.12150190507793,120430,0.860638066292692,211353,0.98080308016627,3578,0.17803654610884,121773,0.861615476900198,70213,0.953749351820254,79170,0.920328717871505,10566,-1.3728444300882,3667,5.63950979206804,44,-0.235826301948375,1.363773691,-0.596455300380236,1.744304649,-0.841996034881516,3.933200654,-0.28259236300346,21.78864143,-0.346902453497257,29.56793183,-1.05277087878747,27.2074624,0.637708287507191,3.735174627,3.85264214,1.15706525534911,-2.4591570701315,35.83316459,-0.5475474025207,42.14379726,-0.913700117325104,0.229833499,-0.688500808147226,0.118332777,-1.46748543376903,0.859041687,-0.810036285671399,42,-0.825196627676358,1978
1597864657,-0.185095390697894,986354847.2,0.339750904216377,1590267117,-0.152005891049957,26238637.09,-0.551826175179512,1212057093,0.434700432215218,244731874.1,-0.0992883087020208,328780410.3,-0.772850224208567,14542132.74,0.0692564561251563,1415042812,0.128497036223331,182797036.2,-0.947276492003436,3.6951928,0.689273776655211,4132211.081,-0.485283270437684,132148676,0.387060144553873,164582342.9,-0.797681773051895,1215263146,0.413598542785907,73764758.77,-0.847060100807569,0.932651159,1.10848896689097,0.97960647,0.607428793347483,0.93374002,0.589721332772269,1.051105585,0.255337956955659,1.055464175,-0.364322718694017,1.048482112,0.153482119719703,38,-0.90613679028343,-0.392601822,0.649468040357105,0.000119946,-0.0364352207020884,8.55e-05,-0.869032381918746,0.000110633,0.386286917500886,0.000156525,0.543216578221204,7.08e-05,-0.884650880603509,0.000306433,0.819460922831493,0.000256801,1.19092023114759,1.86e-06,-0.446559527293718,0.030375272,-0.557780138506388,2.397262522,-0.823491144569346,1.500193169,-0.818680172667082,"4X",52.16091902,-1.42937873972998,9.250173281,1.71445692863855,7.322603475,-0.167591201337529,191621,-0.0262397669173087,0.267042943,0.0755383649212656,0.083425391,-0.703876967462594,84296,-0.342620199951262,175903,0.353646497490604,4107,0.535903697801972,85800,-0.308440207407299,74994,1.1331416062447,84431,1.1001578562048,15718,-1.10389697694343,242,-0.94346718832312,27,-0.286810324288597,1.317348041,-0.859054249402889,1.98174195,-0.694577804598618,3.944963108,0.192264114259852,23.99541387,0.523851048784594,33.05499622,-0.231847678885739,22.09660904,-0.948111492007512,3.815251521,3.804171583,0.899518076396623,-1.16120013169221,35.13470426,-0.920379305274947,43.39061701,-0.704673839354496,0.227089338,-0.716624146156258,0.213378677,-0.65505908665426,0.874327471,-0.780094935016821,47,-0.692750553450565,1979
